Numer_zgloszenia;Numer_prawa_wylacznego;Data_pierwszenstwa;Data_zgloszenia;Numer_BUP;Data_Publikacji_BUP;Numer_WUP;Data_Publikacji_WUP;Tytul;Uprawnieni;Tworcy;Pelnomocnicy;Klasyfikacja_MKP;Status_sprawy;
277108;;;1989-01-06;14/1990;1990-07-09;;;Spluwaczka i sposób jej spłukiwania;ZAKŁAD DOŚWIADCZALNY TECHNIKI MEDYCZNEJ;CZUMA BENEDYKT ZIELIŃSKI KRZYSZTOF;;A61C;Decyzja o umorzeniu postępowania;
277109;158486;;1989-01-06;14/1990;1990-07-09;09/1992;1992-09-30;Sposób otrzymywania kwasu adypinowego;ZAKŁADY AZOTOWE IM. PAWŁA FINDERA;SKOP MARIAN RESZKA JERZY MARCISZEWSKI BENEDYKT WŁOCZYK STEFAN AMBROŻY ANDRZEJ POŁUM ZYGMUNT DĘBNY HENRYK PUCHAŁKA JÓZEF PYKA KLARA SIKORA MONIKA SZUMA ADAM;;C07C55/14 C07C51/43 C07C51/31;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277110;157752;;1989-01-06;14/1990;1990-07-09;06/1992;1992-06-30;Sposób modyfikacji mosiądzów krzemowych;WYŻSZA SZKOŁA INŻYNIERSKA IM. JURIJA GAGARINA;ROMANKIEWICZ FERDYNAND;;C22C1/06;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277111;;;1989-01-06;21/1989;1989-10-16;;;Okno do pomieszczeń nieogrzewanych;PRZEDSIĘBIORSTWO BUDOWNICTWA ROLNICZEGO;PRASAŁEK STEFAN JURA JANUSZ;Międzyzakładowy Klub Techniki i Racjonalizacji Budownictwa;;Decyzja o odmowie udzielenia prawa wyłącznego;
277112;;;1989-01-06;25/1989;1989-12-11;;;Sposób i urządzenie do przedłużania czasu pracy nadajnika lokacyjnego;CENTRALNA STACJA RATOWNICTWA GÓRNICZEGO;PALKA MARIAN SKOWRON HENRYK MIZERKIEWICZ HENRYK BIALIK STEFAN;;;Decyzja o umorzeniu postępowania;
277113;;;1989-01-07;14/1990;1990-07-09;;;Sposób regeneracji dializatorów;WŁOSTOWSKI JERZY;WŁOSTOWSKI JERZY;;A61M;Decyzja o umorzeniu postępowania;
277114;152510;;1989-01-07;21/1989;1989-10-16;01/1991;1991-01-31;Posadzka podświetlana, zwłaszcza dla lokali rozrywkowych;"PRODISC" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BRYNING HENRYK RUTKOWSKI ROMAN WINIECKI JAROSŁAW KUBALA KRZYSZTOF ZIÓŁKOWSKI GRZEGORZ;;E04F15/02 F21V33/00;Prawo wyłączne wygasło po okresie, na jaki zostało udzielone;
277115;;;1989-01-09;15/1990;1990-07-23;;;Sposób otrzymywania organiczno-mineralnego nawozu z wywaru melasowego;CENTRUM WDRAŻANIA POSTĘPU "PRO-MED" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BROGOWSKI ZYGMUNT KROPISZ ANTONI MERCIK STANISŁAW SOBCZAK EUGENIUSZ;;C05F;Decyzja o umorzeniu postępowania;
277116;157456;;1989-01-09;19/1989;1989-09-18;05/1992;1992-05-29;Sposób przygotowywania odczynników do oznaczania bilirubiny całkowitej w surowicy krwi;PRZEDSIĘBIORSTWO ZAGRANICZNE "CORMAY";PACANIS ANASTASIS;I. Majorowicz;G01N33/50;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277117;;;1989-01-09;15/1990;1990-07-23;;;Sposób wytwarzania kompozycji tiksotropowych;"MARTIX" PRZEDSIĘBIORSTWO PRODUKCJI RÓŻNEJ HANDLU I USŁUG;CZAJA JULIUSZ MARCINIAK JANUSZ PIECZABA ZYGMUNT;;C08J;Decyzja o umorzeniu postępowania;
277118;160317;;1989-01-09;18/1989;1989-09-04;02/1993;1993-02-26;Kriogeniczna pompa kondensacyjna;Nauchno-Tekhnicheskoe Obiedinenie Akademii Nauk SSSR;LARIN MARXEN P.;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;F04B37/08 F04B43/12;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277119;;;1989-01-09;15/1990;1990-07-23;;;Rozpylacz odśrodkowy cieczy;NAUCHNO-PROIZVODSTVENNOE OBIEDINENIE PO SELSKOKHOZYAOSTVENNOMU MASHINOSTROENIJU (NPO VISKHOM);PROKOPIENKO SERAFIM FEDOROVICH CHENSTOV VALERY VLADIMIROVICH SERGEEV YAKOV JURIEVICH PROKOPIENKO LEONID SERAFIMOVICH VILYANOV VADIM VASILIEVICH UMAROV JUSUBZHAN RUZNAKHUNOVICH VASIKOV MUKHAMEDZHAN MAKHMODOVICH BALSHIN OLEG SOLOMONOVICH SHKLYAROV ANATOLY JURIEVICH MURSKY ALEXEI GEORGIEVICH;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;B05B;Decyzja o umorzeniu postępowania;
277120;159310;;1989-01-09;14/1990;1990-07-09;12/1992;1992-12-31;Beczka;MAUSER-WERKE GMBH;PRZYTULLA DIETMAR;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;B65D25/20 B65D1/12 B65D8/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277121;156828;;1989-01-09;15/1989;1989-07-24;04/1992;1992-04-30;Sposób wytwarzania kompozytu z osnową metaliczną;Lanxide Technology Company LP;;Wierzchoń Jan;C04B35/10 C04B35/56;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277122;157861;;1989-01-10;15/1990;1990-07-23;07/1992;1992-07-31;Cyfrowy układ pomiarowy z kompensacją błędu systematycznego;WOJSKOWA AKADEMIA TECHNICZNA IM. JAROSŁAWA DĄBROWSKIEGO;BARZYKOWSKI JERZY JAKUBIAK STEFAN KOŁODZIEJCZYK ANDRZEJ KUCHTA MAREK SITARZ JÓZEF WÓJCIKOWSKI ALOJZY;Zarzycki Bohdan;G06F3/05;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277123;160037;;1989-01-10;15/1990;1990-07-23;01/1993;1993-01-29;Sposób i układ do pomiaru dwukierunkowej siły działającej na mostek tensometryczny z kompensacją błędów statycznych i quasidynamicznych;WOJSKOWA AKADEMIA TECHNICZNA IM. JAROSŁAWA DĄBROWSKIEGO;JAKUBIAK STEFAN SZPALEK BERNARD SITARZ JÓZEF WÓJCIKOWSKI ALOJZY;Zarzycki Bohdan;G01L1/22;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277124;;;1988-12-30;14/1990;1990-07-09;;;Zawór do sterowania przepływem czynnika, zwłaszcza sprężonego powietrza;PRZEMYSŁOWY INSTYTUT AUTOMATYKI I POMIARÓW "MERA-PIAP";BADOWSKI ANDRZEJ STAWIARSKI DARIUSZ;Biskup Witold;F15B;Decyzja o umorzeniu postępowania;
277125;;;1989-01-09;15/1990;1990-07-23;;;Obiekty o pneumatycznej konstrukcji nośnej;DEMSKI EUGENIUSZ;SEMSKI EUGENIUSZ;;E04H E04B;Decyzja o umorzeniu postępowania;
277126;;;1989-01-09;15/1990;1990-07-23;;;Sposób pomiaru potencjału elektrycznego dowolnego punktu ziemi i urządzenie do stosowania tego sposobu;DEMSKI EUGENIUSZ;DEMSKI EUGENIUSZ;;G01V;Decyzja o odmowie udzielenia prawa wyłącznego;
277127;159058;;1989-01-09;15/1990;1990-07-23;11/1992;1992-11-30;Układ do katapultowania pilota spod wody;INSTYTUT LOTNICTWA;FOLTYŃSKI MAREK TYSZKIEWICZ JERZY;Pietrucha Marian;B64D25/11;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277130;;;1989-01-10;18/1990;1990-09-03;;;Sposób transmisji danych między systemem minikomputerowym "MERA 9150" a mikrokomputerem osobistym;WYSOCKI KRZYSZTOF;WYSOCKI KRZYSZTOF;;G06F;Decyzja o umorzeniu postępowania;
277131;;;1989-01-10;15/1990;1990-07-23;;;Żuraw do ustawiania prądnicy na szczycie wieży wiatraka zakończonej głowicą;SOLAREK BOLESŁAW;SOLAREK BOLESŁAW;;B66C;Decyzja o umorzeniu postępowania;
277132;;;1989-01-10;21/1989;1989-10-16;;;Urządzenie zabezpieczające napęd obrabiarki przed przeciążeniem;OŚRODEK BADAWCZO-ROZWOJOWY OBRÓBKI PLASTYCZNEJ METALI "PLASOMET";ŻWAN BOHDAN;;;Decyzja o umorzeniu postępowania;
277133;157457;;1989-01-10;16/1989;1989-08-07;05/1992;1992-05-29;Aglomerat palny i wodoodporny oraz sposób jego wytwarzania;Roquette Fréres;BREUIL DOMINIQUE GRAUX JEAN-PIERRE GOSSET SERGE;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;C10L5/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277134;161302;;1989-01-10;26/1989;1989-12-27;06/1993;1993-06-30;Sposób wytwarzania wiórów cząstkowych podczas obróbki przedmiotów toczeniem oraz urządzenie do wykonywania tego sposobu;Wilhelm Hegenscheidt Gesellschaft mbH;SCHNEIDER FRIEDHELM KÖPNICK KLAUS WOWRA HENRIK;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;B23B5/30 B23B25/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277135;159060;;1989-01-09;15/1990;1990-07-23;11/1992;1992-11-30;Sposób zdalnego sterowania odłącznikiem energetycznym w zagrożonym rejonie kopalni oraz układ zdalnego sterowania odłącznikiem energetycznym w zagrożonym rejonie kopalni;ZAKŁAD TELEMECHANIKI GÓRNICZEJ "ELEKTROMETAL" SPÓŁKA AKCYJNA;JABŁOŃSKI ALFRED PELAR KAROL KOZŁOWSKI KRZYSZTOF;;E21F17/00 H02J13/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277136;;;1989-01-09;15/1990;1990-07-23;;;Podpora hydrauliczna;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";STUDENT ZYGMUNT FLAK MAREK PRETOR WINCENTY PEŁKA HUBERT NOWAK KAROL;;E21D;Decyzja o umorzeniu postępowania;
277137;160038;;1989-01-09;15/1990;1990-07-23;01/1993;1993-01-29;Pneumatyczna strumienica;CENTRUM MECHANIZACJI GÓRNICTWA-JEDNOSTKA BADAWCZO-ROZWOJOWA "KOMAG";REICH KAROL ZIEGLER HELMUT KAWCZYK JÓZEF;Olender Kornel;B65G51/28 B65G53/34;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277138;152039;;1989-01-09;21/1989;1989-10-16;10/1990;1990-10-31;Sposób wytwarzania spoiwa hydraulicznego, zwłaszcza do wyrobu betonów i zapraw w górnictwie podziemnym;GŁÓWNY INSTYTUT GÓRNICTWA;MAŁECKI BRONISŁAW WIDER KAROL ŹRAŁEK LUCJAN KORCZAK DARIUSZ GOSZCZ ANTONI ŁUKOWICZ ZDZISŁAW PASZKIEWICZ GRAŻYNA GULIŃSKA TERESA MOCZULSKI STANISŁAW;;C04B22/06;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277139;159569;;1989-01-09;21/1989;1989-10-16;12/1992;1992-12-31;Układ do eliminacji przeregulowań mocy wyjściowej w sieciowzbudnych przekształtnikach mocy;POLITECHNIKA ŁÓDZKA;GABRYELCZYK ANTONI PAWELSKI WITOLD ZBIERANOWSKI WŁODZIMIERZ;;H02H7/12;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277141;158823;;1989-01-09;15/1990;1990-07-23;10/1992;1992-10-30;Urządzenie zabezpieczające przed przeciążeniem układ napędowy maszyn, zwłaszcza górniczych strugów węglowych;RYBNICKA FABRYKA MASZYN "RYFAMA";KOŚ WŁADYSŁAW STACH RYSZARD ALBIŃSKI ROMAN;;E21C35/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277142;159311;;1989-01-09;15/1990;1990-07-23;12/1992;1992-12-31;Układ elektroniczny do pomiaru strat obciążeniowych lub napięciowych energii elektrycznej;OŚRODEK BADAWCZO-ROZWOJOWY GOSPODARKI ENERGETYCZNEJ;NOWAK EDWARD ROSZKOWSKI ANDRZEJ;Pawlik Joanna;G01R21/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277143;;;1989-01-11;15/1990;1990-07-23;;;Układ do pomiaru współczynnika wzmocnienia prądowego h 21 E i napięcia przewodzenia baza emiter UBE tranzystorów, przy pracy tranzystora mierzonego jako wyjściowego stopnia mocy źródła sterującego;NAUKOWO-PRODUKCYJNE CENTRUM PÓŁPRZEWODNIKÓW "CEMI" ZAKŁAD DOŚWIADCZALNY URZĄDZEŃ TECHNOLOGICZNYCH;FESZCZUK MACIEJ;;G01R;Decyzja o umorzeniu postępowania;
277144;;;1989-01-11;15/1990;1990-07-23;;;Układ połączeń mikroprocesorowej jednostki sterującej pamięciami dyskowymi twardymi i elastycznymi;WARSZAWSKIE ZAKŁADY URZĄDZEŃ INFORMATYKI "MERAMAT";KUCZMOWSKA ANNA KAMIŃSKI WOJCIECH KAZOŃ MAREK STAŃCZYK MACIEJ;;G06F;Decyzja o wygaśnięciu decyzji warunkowej;
277145;157458;;1989-01-11;17/1989;1989-08-21;05/1992;1992-05-29;Elektryczny układ sygnalizacji awaryjnej;PRZEMYSŁOWY INSTYTUT MOTORYZACJI;ŁUKJANOW SŁAWOMIR;;G08B5/38 H02H3/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277146;;;1989-01-11;19/1989;1989-09-18;;;Urządzenie do sygnalizacji manewru hamowania nożnego;CIĄĆKA STANISŁAW;CIĄĆKA STANISŁAW;;;Decyzja o umorzeniu postępowania;
277147;;;1989-01-11;19/1989;1989-09-18;;;Urządzenie do sygnalizacji manewru hamowania ręcznego, zwłaszcza w rowerach;CIĄĆKA STANISŁAW;CIĄĆKA STANISŁAW;;;Decyzja o umorzeniu postępowania;
277148;;;1989-01-11;15/1990;1990-07-23;;;Sposób obróbki elektrochemicznej wyrobów z materiałów przewodzących prąd elektryczny;BELORUSSKIJ POLITECHNICESKIJ INSTITUT;STANISEVSKIJ VLADIMIR KAZIMIEROVIC PARSUTO ALEKSANDR ERNESTOVIC KOSOBUCKIJ ALEKSANDR ANTONOVIC SEMENENKO LEONID MICHAJLOVIC TICHONOVSKIJ VLADIMIR NIKOLAEVIC CHLEBCEVIC VSEVOLOD ALEKSEEVIC VELICKO LEONID STEPANOVIC SEMCENKO ALEKSEJ ANDREEVIC SLEPNEV GRIGORIJ EFIMOVIC;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;C25F C25D;Decyzja o umorzeniu postępowania;
277149;;;1989-01-11;15/1990;1990-07-23;;;Urządzenie do obróbki elektrochemicznej wyrobów;BELORUSSKIJ POLITECHNICESKIJ INSTITUT;PARSUTO ALEKSANDR ERNESTOVIC KOSOBUCKIJ ALEKSANDR ANTONOVIC CHLEBCEVIC VSEVOLOD ALEKSEEVIC MALJAVKO SERGEJ SERGEEVIC SEMENENKO LEONID MICHAJLOVIC LOGINOV SERGEJ VLADIMIROVIC SLEPNEV GRIGORIJ EFIMOVIC STEPANENKO ALEKSANDR VASILEVIC STANISEVSKIJ VLADIMIR KAZIMIROVIC;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;C25F C25D;Decyzja o umorzeniu postępowania;
277150;;;1989-01-11;15/1990;1990-07-23;;;Urządzenie do określania szybkości zmiany temperatury;INSTITUT PROBLEM KRIOBIOLOGII I KRIOMEDICINY AKADEMII NAUK UKRAINSKOJ SSR;BELIOWANIENKO VIKTOR IVANOVIC TKACENKO SERGEJ IVANOVIC DRIZERUK EDUARD FEDOROVIC;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;G01K;Decyzja o umorzeniu postępowania;
277151;;;1989-01-11;02/1991;1991-01-28;;;Sposób wykonywania wytrzymałych na ciśnienie wody uszczelnień gruntu i polepszania trwałości obiektów podziemnych;ALAGI ALLAMI TANGAZDASAG;CSANDA FERENC BERTALAN ARPAD CZERNY GYOZO;POLSERVICE KANCELARIA RZECZNIKÓW PATENTOWYCH SP. Z O.O. ul. Bluszczańska 73 00-712 Warszawa;E02D3/12;Decyzja o wygaśnięciu decyzji warunkowej;
277152;155845;;1989-01-11;19/1989;1989-09-18;01/1992;1992-01-31;Sposób wyodrębniania toluenodiizocyjanianu zawartego w pozostałościach po jego produkcji;Rhône-Poulenc Chimie;;PRZEDSIĘBIORSTWO RZECZNIKÓW PATENTOWYCH PATPOL SP. Z O.O. ul. Nowoursynowska 162 J 02-776 Warszawa;C07C265/14;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277153;153480;;1989-01-11;19/1989;1989-09-18;04/1991;1991-04-30;Środek chwastobójczy;RHONE-POULENC AGROCHIMIE;;PRZEDSIĘBIORSTWO RZECZNIKÓW PATENTOWYCH PATPOL SP. Z O.O. ul. Nowoursynowska 162 J 02-776 Warszawa;A01N37/48 A01N47/36;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277154;158824;;1989-01-09;15/1990;1990-07-23;10/1992;1992-10-30;Sposób i urządzenie do wytwarzania spętlanego jedwabiu syntetycznego na rozciągarkach o zwartej konstrukcji;"ELANA" SPÓŁKA AKCYJNA;GÓRKA JAN SĘKOWSKA ANNA BIAŁEK URSZULA LASOTA JANUARY BANECKA ZOFIA MAJEWSKA ZOFIA OLKIEWICZ EDWARD;;D02J1/08;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277155;160914;;1989-01-10;15/1990;1990-07-23;05/1993;1993-05-31;Układ napędowy wielobiegowego silnika klatkowego;OŚRODEK BADAWCZO-ROZWOJOWY DŹWIGNIC I URZĄDZEŃ TRANSPORTOWYCH;HOEFLER NORBERT RYBKA GINTER;;H02P7/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277156;158825;;1989-01-10;15/1990;1990-07-23;10/1992;1992-10-30;Sposób odzyskiwania złota i palladu;INSTYTUT METALI NIEŻELAZNYCH;ZAKRZEWSKI JERZY ŚMIESZEK ZBIGNIEW SOBIERAJSKI STANISŁAW KOSOWSKA KATARZYNA REWILAK ROMAN BENKE GRZEGORZ ANYSZKIEWICZ KRYSTYNA;;C22B7/00 C22B11/00 C01G7/00 C01G55/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277157;;;1989-01-10;15/1990;1990-07-23;;;Separator magnetyczny bębnowy na magnesach trwałych;UNIWERSYTET WROCŁAWSKI;LEWOWSKI TADEUSZ;;B03C;Decyzja o odmowie udzielenia prawa wyłącznego;
277158;158487;;1989-01-10;15/1990;1990-07-23;09/1992;1992-09-30;Układ wyzwalający, zwłaszcza do sterowania zapłonem lub wtryskiem paliwa silników spalinowych;POLITECHNIKA SZCZECIŃSKA;KUBISA STEFAN CZAJKOWSKI ANDRZEJ SZLACHTA JERZY;Goździk Bogdan;F02D37/00 F02P9/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277159;159312;;1989-01-10;15/1990;1990-07-23;12/1992;1992-12-31;Urządzenie do wydobywania konkrecji metalicznych z dna morza;POLITECHNIKA SZCZECIŃSKA;TOŁKACZ LECH DOMALSKI EDWARD SZYMCZYK ZBIGNIEW;Wdowiak Zenon;E21C50/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277160;160452;;1989-01-10;15/1990;1990-07-23;05/1993;1993-05-31;Sposób wytwarzania utwardzalnej antyelektrostatycznej kompozycji poliestrowej;POLITECHNIKA SZCZECIŃSKA;BŁĘDZKI ANDRZEJ ŻWIR MAREK SUBOCZ LECH CZAPLICKA-KOLARZ KRYSTYNA KULAWSKI JERZY PIASECKA JOANNA TOMANEK GRZEGORZ;Biegała Teresa;C08L67/00 C08K11/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277161;160039;;1989-01-10;15/1990;1990-07-23;01/1993;1993-01-29;Układ elektroniczny do ogniskowania jonów w spektrometrze cykloidalnym;UNIWERSYTET MARII CURIE-SKŁODOWSKIEJ;HAŁAS STANISŁAW SIKORA JAROSŁAW;Dudzińska Anna;H01J49/04 G01J3/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277162;158488;;1989-01-10;15/1990;1990-07-23;09/1992;1992-09-30;Sposób wytwarzania nowych barwników reaktywnych pochodnych s-triazyny;ZAKŁADY PRZEMYSŁU BARWNIKÓW "BORUTA" SPÓŁKA AKCYJNA;MICHALAK STANISŁAW SKRZYPKOWSKI JERZY WIECZYŃSKI JERZY BYCZYŃSKA WIKTORIA ZIMNICKI JAN ANTCZAK ANDRZEJ;;C09B56/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277163;159313;;1989-01-10;20/1989;1989-10-02;12/1992;1992-12-31;Stal na płyty gąsienicowe;HUTA STALOWA WOLA - SPÓŁKA AKCYJNA;NOWAK RAJMUND ENGLERT WIESŁAW;Kędzierska Józefa;C22C38/04;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277164;;;1989-01-10;21/1989;1989-10-16;;;Cyklon z wymuszonym obiegiem gazu;"EKOPOL" KRAJOWE ZAKŁADY OCHRONY I KSZTAŁTOWANIA ŚRODOWISKA;BIELSKI IRENEUSZ;;;Decyzja o umorzeniu postępowania;
277165;;;1989-01-12;15/1990;1990-07-23;;;Sposób wytwarzania poliestropolioli do poliuretanów;ŚNIEŻKO ANDRZEJ KAMIŃSKI ROBERT;ŚNIEŻKO ANDRZEJ KAMIŃSKI ROBERT;Andrzej Śnieżko;C08G;Decyzja o umorzeniu postępowania;
277166;;;1989-01-12;15/1990;1990-07-23;;;Gra towarzyska;SOSNOWSKI DARIUSZ GÓRSKI HENRYK BOROWIK JERZY;SOSNOWSKI DARIUSZ GÓRSKI HENRYK BOROWIK JERZY;Sosnowski Dariusz;A63F;Decyzja o umorzeniu postępowania;
277167;;;1989-01-12;15/1990;1990-07-23;;;Masa szpachlowa do wyrównywania powierzchni, zwłaszcza nadwozi samochodowych;ŁUKASIEWICZ EUGENIUSZ;ŁUKASIEWICZ EUGENIUSZ LEGĘĆ JAN ZYGMUNT MUNDZIK ZBIGNIEW KSAWERY NOWAKOWSKI JANUSZ SKOWROŃSKI RYSZARD SZYMKIEWICZ TADEUSZ WOLAŃSKI JACEK;Eugeniusz Łukasiewicz;C08L;Decyzja o umorzeniu postępowania;
277168;;;1989-01-11;15/1990;1990-07-23;;;Sposób pomiaru rezystancji termicznej scalonych układów cyfrowych TTL i CMOS;POLITECHNIKA GDAŃSKA;JANKE WŁODZIMIERZ STEPOWICZ WITOLD J.;Politechnika Gdańska Ośrodek Ochrony Patentowej;G01R;Decyzja o umorzeniu postępowania;
277169;158489;;1989-01-11;15/1990;1990-07-23;09/1992;1992-09-30;Reaktor syntezy mocznika;INSTYTUT NAWOZÓW SZTUCZNYCH;MARCINIAK JAN WÓJCIK ZDZISŁAW SWINARSKI RAFAŁ KOZAK ROMUALD;;C07C273/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277170;;;1989-01-11;15/1990;1990-07-23;;;Urządzenie optyczne do pomiaru parametrów geometrycznych nasion, zwłaszcza do pomiaru nasion zbóż;INSTYTUT AGROFIZYKI PAN;GRUNDAS STANISŁAW WIELIKANOW LEONID SZWED GRZEGORZ WOŚ ADAM;;;Decyzja o wygaśnięciu decyzji warunkowej;
277171;158826;;1989-01-11;15/1990;1990-07-23;10/1992;1992-10-30;Warnik, zwłaszcza do krystalizacji cukru;"INNOWACJE-CHEMADEX" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KACZMARSKI EDWARD;;C13G1/04 B01D1/30;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277172;159655;;1989-01-11;15/1990;1990-07-23;12/1992;1992-12-31;Układ uniemożliwiający samoczynne odhamowanie maszyny wyciągowej;CENTRUM MECHANIZACJI GÓRNICTWA "KOMAG";KALYTA JAN TŁUŚCIK TADEUSZ;Kusz Grzegorz;B66B1/32 B66B5/16 B66D5/32;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277173;159314;;1989-01-11;15/1990;1990-07-23;12/1992;1992-12-31;Układ elektryczny czujnika prądu składowej zerowej;CENTRUM ELEKTRYFIKACJI I AUTOMATYZACJI GÓRNICTWA "EMAG";BOŻEK WITOLD SZNURA RUDOLF JASIÓWKA LEOPOLD KOZŁOWSKI WIKTOR;;G01R19/00;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277174;158490;;1989-01-11;15/1990;1990-07-23;09/1992;1992-09-30;Odgromnik zaworowy;INSTYTUT ELEKTROTECHNIKI;KORYCKI PIOTR GOŁASZEWSKI JAN;;H01T4/02;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277175;157753;;1989-01-11;15/1990;1990-07-23;06/1992;1992-06-30;Sposób i układ sterowania transmisją szeregową sygnałów, zwłaszcza diagnostycznych przez łącze światłowodowe;INSTYTUT ELEKTROTECHNIKI;PAWLACZYK ANDRZEJ;;H04B10/24 H04L5/18 G08C19/16 G08C19/36;Decyzja o wygaśnięciu prawa wyłącznego (brak opłaty za ochronę);
277176;;;1989-01-11;15/1990;1990-07-23;;;Poziomowskaz;ZAKŁADY URZĄDZEŃ CHEMICZNYCH I ARMATURY PRZEMYSŁOWEJ "CHEMAR";ŻAK BOGUSŁAW;;G01C;Decyzja o umorzeniu postępowania;
277177;;;1989-01-11;15/1990;1990-07-23;;;Generator prądu z automatyką do utrzymania stałej prędkości wirnika przy zmiennej mocy silnika /np. silniki wiatrowe/;WOSZCZEK ANDRZEJ;WOSZCZEK ANDRZEJ;;H02P;Decyzja o umorzeniu postępowania;
277178;;;1989-01-13;15/1990;1990-07-23;;;Sposób oczyszczania ścieków zawierających stabilne emulsje olejowe i nieorganiczne komponenty myjące;CENTRALNE BIURO STUDIÓW I PROJEKTÓW TECHNICZNEJ OBSŁUGI ROLNICTWA "TOR-PROJEKT";MARCINKOWSKI RYSZARD PAWLIKOWSKA MATYLDA ALEKSANDEREK FRANCISZEK;;C02F;Decyzja o umorzeniu postępowania;
277179;;;1989-01-13;15/1990;1990-07-23;;;Sposób i urządzenie do gry w szachy z samoczynnym zapisem i kontrolą czasu;INSTYTUT TECHNOLOGII ELEKTRONOWEJ;ZAKLIKIEWICZ ANDRZEJ MICHAŁ KARCZMARCZYK JACEK;;A63F G07C;Decyzja o umorzeniu postępowania;
